Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,RPA,Latitude,Longitude,Mapped Location
PD202000360562,05/04/2020 02:01:01 PM,,,96,,,,15,,,,7F63,M,727K,1751,,,
PD202000360563,05/04/2020 02:01:07 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,N,623,3043,,,
PD202000360564,05/04/2020 02:01:21 PM,,,96,,,,12,,1000,SEVIER ST,2E16,,,,,,
PD202000360565,05/04/2020 02:01:25 PM,,,15,,P,PROGRESS,15,,,,2F74,E,211N,1021,,,
PD202000360566,05/04/2020 02:01:39 PM,,,87,,L,,11,,,,,W,121,5015,,,
PD202000360567,05/04/2020 02:01:51 PM,,,43,,P,PROGRESS,6,,,,715B,M,713N,1633,,,
PD202000360568,05/04/2020 02:03:05 PM,,,87,,P,PROGRESS,4,,,EXIT 14A BRILEY W,5120,M,711,1517,36.235,-86.722,POINT (-86.722 36.235)
PD202000360569,05/04/2020 02:03:13 PM,20200316520,,50,,TV,,1,,,,2E12,E,211,1015,,,
PD202000360570,05/04/2020 02:03:49 PM,,,70,,A,ALARM,12,,,,823A,MT,821,8009,,,
PD202000360571,05/04/2020 02:03:52 PM,,,43,,PM,,3T,,,,7T83,M,723,1769,,,
PD202000360572,05/04/2020 02:04:20 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,SCOTTS CREEK PKWY,5F64,,523,9509,36.202,-86.594,POINT (-86.594 36.202)
PD202000360573,05/04/2020 02:04:25 PM,,,45,,P,PROGRESS,1T,,,,121B,W,123,5009,,,
PD202000360574,05/04/2020 02:04:52 PM,,,40,,P,PROGRESS,5,,,,532B,H,533,8957,,,
PD202000360577,05/04/2020 02:05:37 PM,20200316653,,43,,RT,,1,,1500,GALLATIN PKE N,TE01,M,727,1757,,,
PD202000360578,05/04/2020 02:05:51 PM,,,43,,P,PROGRESS,4,,,,8E83,MT,825K,6413,,,
PD202000360580,05/04/2020 02:07:05 PM,,,70,,A,ALARM,11,,,,,S,311N,8155,,,
PD202000360581,05/04/2020 02:07:22 PM,,,87,,P,PROGRESS,11,,,,823A,N,615,5339,,,
PD202000360582,05/04/2020 02:07:36 PM,,,87,,P,PROGRESS,4,,,,221A,E,221,1923,,,
PD202000360583,05/04/2020 02:08:35 PM,,,15,,P,PROGRESS,15,,,,5535,E,211,1009,,,
PD202000360584,05/04/2020 02:09:49 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,5200,JOHN HAGAR RD,522A,H,523,9517,36.158,-86.573,POINT (-86.573 36.158)
PD202000360585,05/04/2020 02:10:17 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,113N,5211,,,
PD202000360586,05/04/2020 02:10:32 PM,,,96,,,,12,,,,5251,N,611K,4499,,,
PD202000360587,05/04/2020 02:10:33 PM,,,15,,P,PROGRESS,15,,,,2933,MT,813P,5623,,,
PD202000360588,05/04/2020 02:11:02 PM,20200316332,,43,,R,REPORT,1,,,,212A,E,211,1009,,,
PD202000360589,05/04/2020 02:11:55 PM,,,93,,,,3T,,,,5192,H,515,92901,,,
PD202000360591,05/04/2020 02:13:57 PM,,,15,,P,PROGRESS,15,,,,55S22,M,721,2027,,,
PD202000360592,05/04/2020 02:14:16 PM,,,87,,P,PROGRESS,6,,200,JUAREZ DR,5F65,521,521,9531,,,
PD202000360593,05/04/2020 02:14:30 PM,,,15,,P,PROGRESS,15,,,,2F71,E,211N,1023,,,
PD202000360594,05/04/2020 02:15:04 PM,,,59,,P,PROGRESS,6,,1000,HICKORY HILL LN,525B,Hermit,521,9601,36.188,-86.63,POINT (-86.63 36.188)
PD202000360595,05/04/2020 02:15:11 PM,,,96,,,,4,,,,811A,MT,811K,5711,,,
PD202000360596,05/04/2020 02:15:14 PM,,,43,,PM,,4,,,,4F81,N,613,,,,
PD202000360597,05/04/2020 02:16:33 PM,,,93,,,,3M,,,,5121,H,515K,9284,,,
PD202000360599,05/04/2020 02:17:48 PM,,,43,,P,PROGRESS,1,,,,3147A,C,415K,4201,,,
PD202000360601,05/04/2020 02:18:10 PM,,,43,,P,PROGRESS,4,,,,S,S,323K,8849,,,
PD202000360602,05/04/2020 02:18:29 PM,,,43,,P,PROGRESS,4,,,,212A,E,213N,1263,,,
PD202000360603,05/04/2020 02:18:35 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,N,611N,4411,,,
PD202000360605,05/04/2020 02:19:04 PM,,,43,,P,PROGRESS,3T,,,,7T83,M,725,17060,,,
PD202000360606,05/04/2020 02:19:14 PM,,,43,,P,PROGRESS,4,,,,823A,MT,823,6915,,,
PD202000360607,05/04/2020 02:19:27 PM,20200316885,,50,,TV,,11,,,,214B,,,,,,
PD202000360608,05/04/2020 02:19:46 PM,,,43,,R,REPORT,1,,300,DUE WEST AV E,TE01,711,711,1521,,,
PD202000360609,05/04/2020 02:19:50 PM,,,15,,P,PROGRESS,15,,,,2912,MT,813P,5623,,,
PD202000360610,05/04/2020 02:20:03 PM,,,43,,PM,,6,,,,514B,H,515N,9317,,,
PD202000360611,05/04/2020 02:21:35 PM,,,93,,,,3,,,,5191,H,515,92901,,,
PD202000360612,05/04/2020 02:21:46 PM,,,71,,A,ALARM,13A,,,,823A,MT,821,8027,,,
PD202000360613,05/04/2020 02:21:54 PM,,,43,,RT,,1,,,,TE17,N,613N,4471,,,
PD202000360614,05/04/2020 02:22:00 PM,,,96,,,,12,,1100,BROADWAY,4B44,,,,,,
PD202000360615,05/04/2020 02:22:37 PM,,,43,,P,PROGRESS,5,,1200,GALLATIN PKE S,711B,M,711,1505,,,
PD202000360616,05/04/2020 02:22:40 PM,,,50,,P,PROGRESS,4,,7000,CHARLOTTE PKE,123A,,,,,,
PD202000360617,05/04/2020 02:24:08 PM,,,87,,P,PROGRESS,11,,,,,W,117,6015,,,
PD202000360618,05/04/2020 02:24:46 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,835,,,,
PD202000360619,05/04/2020 02:24:55 PM,,,44,,P,PROGRESS,5,,,,614B,N,613,4523,,,
PD202000360620,05/04/2020 02:26:31 PM,,,93,,,,3T,,,,5192,H,515,92880,,,
PD202000360621,05/04/2020 02:27:06 PM,,,43,,P,PROGRESS,4,,,,627B,N,627,3221,,,
PD202000360622,05/04/2020 02:27:25 PM,,,15,,P,PROGRESS,15,,,,2E11,E,211K,1111,,,
PD202000360623,05/04/2020 02:28:01 PM,,,43,,PM,,4,,,,813A,MT,813,5509,,,
PD202000360624,05/04/2020 02:29:09 PM,,,15,,P,PROGRESS,15,,,,2F75,E,211N,1043,,,
PD202000360625,05/04/2020 02:29:41 PM,,,15,,P,PROGRESS,15,,,,2933,C,415Q,4101,,,
PD202000360627,05/04/2020 02:30:09 PM,,,93,,,,3,,,,5191,H,515,92880,,,
PD202000360628,05/04/2020 02:31:22 PM,,,70,,A,ALARM,12,,,,332B,S,331K,8715,,,
PD202000360630,05/04/2020 02:31:50 PM,,,3,,,,4,,5500,CHARLOTTE PKE,1E25,,132Y,0,36.151,-86.854,POINT (-86.854 36.151)
PD202000360631,05/04/2020 02:31:57 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,S,315,8879,,,
PD202000360632,05/04/2020 02:32:18 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,825A,MT,825,7021,,,
PD202000360633,05/04/2020 02:32:42 PM,,,70,,A,ALARM,11,,4800,MANASSAS DR,835B,,,,,,
PD202000360634,05/04/2020 02:32:52 PM,,,15,,P,PROGRESS,15,,,,2E18,E,211,1009,,,
PD202000360635,05/04/2020 02:32:56 PM,,,43,,PM,,4,,,,313A,S,313,8405,,,
PD202000360636,05/04/2020 02:34:07 PM,,,46,,P,PROGRESS,11,,,,421A,E,221,1873,,,
PD202000360637,05/04/2020 02:34:28 PM,,,57,,P,PROGRESS,11,,,,,E,221K,1873,,,
PD202000360638,05/04/2020 02:34:33 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,5,,,,123B,W,125,4803,,,
PD202000360639,05/04/2020 02:34:40 PM,,,87,,P,PROGRESS,4,,200,BONNAOAKS DR,525B,521,521,9613,,,
PD202000360640,05/04/2020 02:35:21 PM,,,71,,A,ALARM,12,,,,832B,MT,831,8501,,,
PD202000360641,05/04/2020 02:35:44 PM,,,96,,,,4,,,,8E81,MT,811K,5519,,,
PD202000360642,05/04/2020 02:36:25 PM,,,96,,,,4,,,,8E81,MT,813N,5513,,,
PD202000360643,05/04/2020 02:36:44 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,1800,BARNWELL CT,,,,,,,
PD202000360644,05/04/2020 02:36:44 PM,,,96,,,,4,,,,8E81,MT,815N,6607,,,
PD202000360645,05/04/2020 02:37:04 PM,,,50,,P,PROGRESS,11,,,,614B,N,611,4411,,,
PD202000360646,05/04/2020 02:37:11 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,117,6121,,,
PD202000360647,05/04/2020 02:37:15 PM,,,3,,,,15,,,,5535,E,221N,1969,,,
PD202000360648,05/04/2020 02:37:34 PM,,,96,,,,4,,2600,FRANKLIN PKE,8E81,,,,,,
PD202000360649,05/04/2020 02:37:35 PM,,,93,,,,3T,,,,5192,H,515,92901,,,
PD202000360650,05/04/2020 02:37:51 PM,,,43,,PM,,6,,,,213B,E,221N,1945,,,
PD202000360651,05/04/2020 02:37:55 PM,,,43,,P,PROGRESS,5,,,,513B,H,513K,9009,,,
PD202000360652,05/04/2020 02:37:57 PM,,,93,,,,3,,,,5191,H,515K,9296,,,
PD202000360653,05/04/2020 02:38:10 PM,,,96,,,,4,,,,8E81,MT,823,6505,,,
PD202000360655,05/04/2020 02:38:45 PM,20200316808,,43,,RT,,1,,,,TE01,M,725K,2105,,,
PD202000360656,05/04/2020 02:39:15 PM,,,83,,P,PROGRESS,5,,,,513A,H,523,9519,,,
PD202000360657,05/04/2020 02:39:23 PM,,,45,,P,PROGRESS,1T,,,INDUSTRIAL DR,515B,,525,9611,36.266,-86.658,POINT (-86.658 36.266)
PD202000360658,05/04/2020 02:40:06 PM,,,3,,,,10,,6600,CHARLOTTE PKE,1E21,,,0,,,
PD202000360659,05/04/2020 02:40:07 PM,,,43,,P,PROGRESS,4,,,,222B,E,227K,1999,,,
PD202000360660,05/04/2020 02:40:15 PM,,,44,,P,PROGRESS,6,,,,715B,M,713,1637,,,
PD202000360661,05/04/2020 02:40:33 PM,,,15,,P,PROGRESS,15,,,,8E81,MT,811N,6631,,,
PD202000360662,05/04/2020 02:40:57 PM,,,43,,P,PROGRESS,11,,,,,MT,815K,6709,,,
PD202000360664,05/04/2020 02:41:40 PM,20200316573,,83,,R,REPORT,4,,,,623B,,,,,,
PD202000360665,05/04/2020 02:43:29 PM,,,43,,P,PROGRESS,4,,,,722B,M,727,1753,,,
PD202000360668,05/04/2020 02:43:54 PM,20200316579,,50,,R,REPORT,1,,,,MAPR,,,,,,
PD202000360670,05/04/2020 02:44:14 PM,,,15,,P,PROGRESS,15,,4600,CHARLOTTE AV,2932,,,,,,
PD202000360671,05/04/2020 02:44:32 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,822B,MT,825,7019,,,
PD202000360673,05/04/2020 02:45:09 PM,20200316583,,79,,R,REPORT,1C,,,,413B,C,425K,4043,,,
PD202000360674,05/04/2020 02:45:46 PM,,,15,,P,PROGRESS,15,,,,2932,W,123P,4703,,,
PD202000360675,05/04/2020 02:46:13 PM,,,45,,P,PROGRESS,11,,,,3T74,S,321,8711,,,
PD202000360676,05/04/2020 02:46:37 PM,,,57,,PJ,,10,,800,GLASTONBURY RD,533B,,,,,,
PD202000360677,05/04/2020 02:46:40 PM,,,96,,,,12,,,,8E83,MT,825N,8305,,,
PD202000360678,05/04/2020 02:46:43 PM,,,44,,P,PROGRESS,4,,4300,OAKCREST LN,523B,,,,,,
PD202000360679,05/04/2020 02:47:16 PM,,,44,,P,PROGRESS,11,,,,,S,313K,8317,,,
PD202000360681,05/04/2020 02:47:36 PM,,,43,,P,PROGRESS,4,,,,533B,H,533N,8995,,,
PD202000360682,05/04/2020 02:47:38 PM,,,15,,P,PROGRESS,15,,,,2912,N,611P,4483,,,
PD202000360683,05/04/2020 02:48:04 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,H,533,8991,,,
PD202000360684,05/04/2020 02:48:29 PM,,,43,,P,PROGRESS,12,,,,531B,H,517N,9415,,,
PD202000360685,05/04/2020 02:48:59 PM,,,43,,PM,,11,,,,320B,S,311,8133,,,
PD202000360686,05/04/2020 02:49:25 PM,,,43,,P,PROGRESS,15,,,,815B,S,317N,8421,,,
PD202000360688,05/04/2020 02:49:39 PM,,,93,,,,11,,,,8M72,MT,815,,,,
PD202000360689,05/04/2020 02:50:25 PM,,,49,,P,PROGRESS,4,,,,512B,H,515,9301,,,
PD202000360690,05/04/2020 02:50:37 PM,,,87,,L,,4,,,,825B,MT,825,7027,,,
PD202000360692,05/04/2020 02:51:02 PM,,,44,,P,PROGRESS,4,,,,721B,M,721K,2003,,,
PD202000360693,05/04/2020 02:51:04 PM,,,43,,P,PROGRESS,11,,,,423B,C,423,4025,,,
PD202000360695,05/04/2020 02:52:18 PM,,,43,,P,PROGRESS,15,,5000,OLD HICKORY BLVD,5F72,H,521,9507,36.195,-86.619,POINT (-86.619 36.195)
PD202000360696,05/04/2020 02:52:43 PM,,,15,,P,PROGRESS,15,,,,2933,E,213,1259,,,
PD202000360697,05/04/2020 02:52:45 PM,,,96,,,,12,,1100,BROADWAY,425B,,,,,,
PD202000360699,05/04/2020 02:53:08 PM,,,83,,P,PROGRESS,5,,,,613B,N,615N,,,,
PD202000360700,05/04/2020 02:53:36 PM,,,96,,,,15,,2000,8TH AV S,823B,,115T,0,36.134,-86.779,POINT (-86.779 36.134)
PD202000360701,05/04/2020 02:53:50 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,330B,S,331,8759,,,
PD202000360702,05/04/2020 02:54:02 PM,,,45,,P,PROGRESS,5,,,,121B,W,121,4915,,,
PD202000360705,05/04/2020 02:54:43 PM,,,88,,P,PROGRESS,11,,,,,W,121N,5015,,,
PD202000360707,05/04/2020 02:55:21 PM,,,43,,P,PROGRESS,4,,,,2F75,E,211N,1021,,,
PD202000360708,05/04/2020 02:55:33 PM,,,44,,P,PROGRESS,4,,,,316B,S,313K,8333,,,
PD202000360710,05/04/2020 02:56:11 PM,,,93,,,,9T,,,,5192,H,515,92901,,,
PD202000360711,05/04/2020 02:56:44 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,332B,S,335,8915,,,
PD202000360715,05/04/2020 02:57:13 PM,,,15,,P,PROGRESS,15,,2500,OLD HICKORY BLVD,2913,,118I,0,36.052,-86.891,POINT (-86.891 36.052)
PD202000360716,05/04/2020 02:57:23 PM,,,70,,A,ALARM,6,,,,211B,E,213N,1219,,,
PD202000360718,05/04/2020 02:58:13 PM,,,45,,P,PROGRESS,14,,200,N 1ST ST,4M83,,433W,0,36.175,-86.774,POINT (-86.774 36.175)
PD202000360719,05/04/2020 02:58:34 PM,,,43,,P,PROGRESS,6,,200,E WEBSTER ST,712B,711,711,1507,,,
PD202000360721,05/04/2020 02:58:56 PM,,,87,,B,BANK/SECURITY ESCORT,11,,,,,MT,825,7021,,,
PD202000360720,05/04/2020 02:58:56 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,H,511N,8205,,,
PD202000360722,05/04/2020 02:58:56 PM,,,43,,P,PROGRESS,4,,,,423B,C,423,4025,,,
PD202000360723,05/04/2020 02:59:04 PM,,,87,,P,PROGRESS,3T,,,,113B,W,113,5209,,,
PD202000360724,05/04/2020 02:59:39 PM,,,93,,,,9T,,,,5815,E,221,1979,,,
PD202000360725,05/04/2020 02:59:44 PM,,,44,,P,PROGRESS,4,,,,821B,MT,823,6925,,,
PD202000360726,05/04/2020 03:00:35 PM,,,15,,P,PROGRESS,15,,,,2933,E,215P,1235,,,
PD202000360727,05/04/2020 03:00:37 PM,,,96,,,,15,,2600,FRANKLIN PKE,823B,,,,,,
PD202000360730,05/04/2020 03:01:57 PM,,,15,,P,PROGRESS,15,,,,2F71,E,211N,1021,,,
PD202000360731,05/04/2020 03:01:59 PM,,,43,,P,PROGRESS,1C,,3700,JAMES KAY LN,521B,,,,,,
PD202000360732,05/04/2020 03:02:17 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,211B,E,217,,,,
PD202000360733,05/04/2020 03:02:46 PM,,,15,,P,PROGRESS,15,,,,5D56A,S,311,8147,,,
PD202000360734,05/04/2020 03:03:19 PM,,,92,,P,PROGRESS,4,,,,3510,E,215,1359,,,
PD202000360735,05/04/2020 03:03:46 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,1200,JACKSONS HILL RD,,523,523,9559,,,
PD202000360736,05/04/2020 03:04:18 PM,,,93,,,,3T,,,,5192,M,711,1509,,,
PD202000360737,05/04/2020 03:04:21 PM,,,96,,,,12,,,,422B,C,421N,4091,,,
PD202000360738,05/04/2020 03:04:35 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,622B,N,613,4551,,,
PD202000360739,05/04/2020 03:04:36 PM,,,45,,P,PROGRESS,1T,,,,517B,H,517K,9411,,,
PD202000360740,05/04/2020 03:04:57 PM,,,88,,PW,,5,,600,BELL RD,323B,,327W,0,36.059,-86.641,POINT (-86.641 36.059)
PD202000360741,05/04/2020 03:05:21 PM,,,44,,P,PROGRESS,9,,1200,BROADWAY,423B,,,,,,
PD202000360742,05/04/2020 03:05:49 PM,,,93,,,,3,,,,5191,H,515,92901,,,
PD202000360743,05/04/2020 03:06:09 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,115B,W,125,4813,,,
PD202000360744,05/04/2020 03:06:21 PM,,,43,,R,REPORT,4,,,,813B,MT,813N,5619,,,
PD202000360745,05/04/2020 03:06:23 PM,,,44,,P,PROGRESS,6,,,,117B,W,113K,5119,,,
PD202000360746,05/04/2020 03:06:29 PM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,511B,H,511N,8207,,,
PD202000360747,05/04/2020 03:06:53 PM,,,44,,P,PROGRESS,6,,,,812B,MT,811K,5521,,,
PD202000360749,05/04/2020 03:06:57 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,614B,N,623K,3141,,,
PD202000360750,05/04/2020 03:07:09 PM,,,93,,,,3R,,,,5122,H,513,9101,,,
PD202000360751,05/04/2020 03:09:01 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,331B,S,311,8157,,,
PD202000360752,05/04/2020 03:09:15 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,833,6309,,,
PD202000360754,05/04/2020 03:09:54 PM,,,50,,RV,,11,,,,TE23,MT,815N,5905,,,
PD202000360755,05/04/2020 03:09:56 PM,,,43,,P,PROGRESS,4,,,,5124,M,725,2115,,,
PD202000360756,05/04/2020 03:10:14 PM,,,87,,P,PROGRESS,4,,2800,JOHN A MERRITT BLVD,614B,,125Z,0,36.168,-86.821,POINT (-86.821 36.168)
PD202000360758,05/04/2020 03:10:44 PM,,,43,,P,PROGRESS,4,,,,55S62,MT,811,6631,,,
PD202000360759,05/04/2020 03:10:48 PM,,,75,,PJ,,11,,3900,APACHE TRL,320B,,317Z,0,36.067,-86.69,POINT (-86.69 36.067)
PD202000360760,05/04/2020 03:10:51 PM,,,87,,P,PROGRESS,11,,,,,H,515,9311,,,
PD202000360761,05/04/2020 03:11:06 PM,,,71,,A,ALARM,12,,,,425B,C,425N,4005,,,
PD202000360762,05/04/2020 03:11:35 PM,20200316719,,44,,P,PROGRESS,6,,,,123B,,,,,,
PD202000360763,05/04/2020 03:11:49 PM,,,40,,PV,,4,,,,2F75,E,211,1009,,,
PD202000360764,05/04/2020 03:12:44 PM,,,45,,P,PROGRESS,1T,,3200,CLARKSVILLE PKE,622B,,231V,0,36.195,-86.833,POINT (-86.833 36.195)
PD202000360765,05/04/2020 03:12:59 PM,,,44,,P,PROGRESS,5,,,,215B,E,225K,1801,,,
PD202000360766,05/04/2020 03:13:17 PM,,,96,,,,12,,,,8T81,MT,811,5713,,,
PD202000360768,05/04/2020 03:13:40 PM,,,96,,,,15,,,,823B,MT,823N,6925,,,
PD202000360770,05/04/2020 03:14:09 PM,,,43,,P,PROGRESS,4,,,,514B,H,515,9207,,,
PD202000360769,05/04/2020 03:14:09 PM,,,43,,P,PROGRESS,8,,,,530C,E,217N,1511,,,
PD202000360771,05/04/2020 03:14:22 PM,,,45,,P,PROGRESS,5C,,4100,LEBANON PKE,521B,521,521,9507,,,
PD202000360772,05/04/2020 03:15:08 PM,,,43,,P,PROGRESS,6,,,,7F73,M,713,1635,,,
PD202000360773,05/04/2020 03:15:19 PM,20200316678,,63,,P,PROGRESS,6,,,,314B,S,331N,8759,,,
PD202000360774,05/04/2020 03:15:20 PM,,,43,,P,PROGRESS,4T,,,,55S33,S,313,8357,,,
PD202000360776,05/04/2020 03:15:27 PM,,,71,,A,ALARM,11,,,,821B,MT,813K,5625,,,
PD202000360775,05/04/2020 03:15:27 PM,,,43,,PM,,11,,800,DOVER GLEN DR,320A,,325,8891,36.076,-86.655,POINT (-86.655 36.076)
PD202000360777,05/04/2020 03:15:28 PM,,,43,,P,PROGRESS,4,,,,825B,MT,825N,8527,,,
PD202000360778,05/04/2020 03:15:29 PM,,,93,,,,3,,,,5191,H,515N,92860,,,
PD202000360779,05/04/2020 03:15:58 PM,,,15,,P,PROGRESS,15,,500,N DUPONT AV,2933,,,,,,
PD202000360780,05/04/2020 03:16:12 PM,,,44,,P,PROGRESS,9,,,,212B,E,227K,1997,,,
PD202000360781,05/04/2020 03:16:35 PM,,,87,,P,PROGRESS,6,,,,822B,MT,815N,5905,,,
PD202000360782,05/04/2020 03:16:43 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,BMPD,W,117,6119,,,
PD202000360784,05/04/2020 03:17:06 PM,,,45,,P,PROGRESS,5,,,,217B,E,225K,1801,,,
PD202000360785,05/04/2020 03:17:08 PM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,11,,,,322B,S,321,8709,,,
PD202000360787,05/04/2020 03:18:14 PM,,,93,,,,3T,,,,5192,H,515,92880,,,
PD202000360789,05/04/2020 03:19:15 PM,,,50,,R,REPORT,1,,100,SHANNON AV,715B,M,715,1729,,,
PD202000360791,05/04/2020 03:19:24 PM,,,43,,RT,,4,,4000,ARMORY OAKS DR,TE23,,,,,,
PD202000360792,05/04/2020 03:19:34 PM,20200316807,,50,,R,REPORT,6,,,,713B,,,,,,
PD202000360793,05/04/2020 03:19:42 PM,,,43,,R,REPORT,4,,600,BELL RD,323B,,327W,0,36.059,-86.641,POINT (-86.641 36.059)
PD202000360794,05/04/2020 03:19:43 PM,,,87,,B,BANK/SECURITY ESCORT,4,,,,622B,N,611N,4489,,,
PD202000360795,05/04/2020 03:19:46 PM,,,49,,P,PROGRESS,3,,,,8M73,MT,813,5627,,,
PD202000360796,05/04/2020 03:20:12 PM,,,96,,,,12,,,,8E83,MT,825N,8525,,,
PD202000360797,05/04/2020 03:20:36 PM,20200316690,,43,,R,REPORT,1,,,,2F72,E,227N,,,,
PD202000360798,05/04/2020 03:20:39 PM,,,46,,P,PROGRESS,11,,,,,W,111,45025,,,
PD202000360799,05/04/2020 03:20:56 PM,20200316691,,43,,P,PROGRESS,1,,2000,25TH AV N,611B,,125Z,0,36.183,-86.818,POINT (-86.818 36.183)
PD202000360802,05/04/2020 03:21:26 PM,20200316904,,44,,R,REPORT,1D,,,,123B,W,123,4707,,,
PD202000360803,05/04/2020 03:21:42 PM,,,46,,P,PROGRESS,6,,,,1E15,W,111,45025,,,
PD202000360804,05/04/2020 03:21:59 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,N,625,3111,,,
PD202000360805,05/04/2020 03:22:04 PM,,,70,,A,ALARM,4,,,,BMPD,TE,117,6119,,,
PD202000360806,05/04/2020 03:22:10 PM,,,43,,P,PROGRESS,6,,,,8E83,MT,821,6939,,,
PD202000360807,05/04/2020 03:22:13 PM,,,15,,P,PROGRESS,15,,,,2912,N,627P,3343,,,
PD202000360808,05/04/2020 03:22:33 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,831B,MT,831,8501,,,
PD202000360810,05/04/2020 03:22:50 PM,,,3,,,,6,,,,132A,MT,813N,5619,,,
PD202000360809,05/04/2020 03:22:50 PM,,,92,,P,PROGRESS,4,,,,836A9,H,515,9311,,,
PD202000360811,05/04/2020 03:22:53 PM,,,96,,,,15,,,,823B,MT,823,6925,,,
PD202000360813,05/04/2020 03:24:05 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,111B,W,113,5217,,,
PD202000360814,05/04/2020 03:24:14 PM,,,43,,P,PROGRESS,15,,300,BERKLEY DR,7F75,711,711,1505,,,
PD202000360815,05/04/2020 03:24:34 PM,,,87,,P,PROGRESS,5,,,,215B,E,223K,18041,,,
PD202000360816,05/04/2020 03:24:35 PM,,,87,,P,PROGRESS,4,,,,213B,E,211,10040,,,
PD202000360817,05/04/2020 03:25:06 PM,,,87,,P,PROGRESS,10,,,LEBANON PKE,55S53,,521,9613,,,
PD202000360818,05/04/2020 03:25:29 PM,,,3,,,,4,,,,415B,S,315K,8803,,,
PD202000360819,05/04/2020 03:25:48 PM,,,43,,P,PROGRESS,15,,,,411B,TE,411,4119,,,
PD202000360820,05/04/2020 03:25:54 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,115B,W,117,6117,,,
PD202000360822,05/04/2020 03:26:08 PM,,,93,,,,9T,,,,5815,E,221,1913,,,
PD202000360824,05/04/2020 03:27:48 PM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,6,,,,321B,S,321,8709,,,
PD202000360825,05/04/2020 03:28:49 PM,,,87,,P,PROGRESS,4,,,,413B,C,413K,1955,,,
PD202000360827,05/04/2020 03:29:03 PM,,,92,,P,PROGRESS,4,,,,1M71,H,517,9113,,,
PD202000360828,05/04/2020 03:29:45 PM,,,93,,,,3,,,,5191,E,225K,1588,,,
PD202000360829,05/04/2020 03:29:48 PM,,,43,,P,PROGRESS,9,,1100,BROADWAY,423B,,,,,,
PD202000360830,05/04/2020 03:30:27 PM,,,43,,PM,,6,,,,317B,S,315K,8873,,,
PD202000360831,05/04/2020 03:30:56 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,815,5907,,,
PD202000360832,05/04/2020 03:32:10 PM,,,57,,P,PROGRESS,14,,,,710B,M,713N,1633,,,
PD202000360833,05/04/2020 03:32:34 PM,,,87,,P,PROGRESS,4,,,,303,W,123N,4706,,,
PD202000360834,05/04/2020 03:32:38 PM,,,43,,P,PROGRESS,4,,,,812B,MT,813N,5615,,,
PD202000360835,05/04/2020 03:32:47 PM,,,92,,P,PROGRESS,4,,,,3824,S,333N,8869,,,
PD202000360836,05/04/2020 03:33:22 PM,,,43,,P,PROGRESS,4,,,,617B,N,613N,4471,,,
PD202000360838,05/04/2020 03:33:34 PM,,,50,,RT,,10,,,,TE23,N,625N,3165,,,
PD202000360837,05/04/2020 03:33:34 PM,,,92,,P,PROGRESS,4,,,,3283,S,315N,8833,,,
PD202000360840,05/04/2020 03:34:17 PM,,,40,,TS,TERRY STOP,9S,,,,421B,C,421,4091,,,
PD202000360839,05/04/2020 03:34:17 PM,,,43,,P,PROGRESS,4,,,,225B,E,225,1843,,,
PD202000360841,05/04/2020 03:34:21 PM,,,15,,P,PROGRESS,15,,,,55S62,MT,811,6631,,,
