Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,RPA,Latitude,Longitude,Mapped Location
PD202000176422,03/03/2020 01:25:03 PM,,,43,,P,PROGRESS,4,,,,413A,C,413,4319,,,
PD202000176423,03/03/2020 01:27:43 PM,20200152009,,50,,R,REPORT,1C,,,,MTAPR1,,,,,,
PD202000176424,03/03/2020 01:27:45 PM,,,70,,A,ALARM,6A,,,,5F63,H,515,,,,
PD202000176425,03/03/2020 01:27:54 PM,20200152017,,43,,PM,,1,,,,,H,525K,9617,,,
PD202000176427,03/03/2020 01:29:38 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,223A,E,221,1979,,,
PD202000176428,03/03/2020 01:29:56 PM,,,87,,P,PROGRESS,5,,,,825A,MT,825,7018,,,
PD202000176430,03/03/2020 01:31:36 PM,,,43,,P,PROGRESS,4,,,,110C,C,411K,4221,,,
PD202000176431,03/03/2020 01:32:31 PM,,,44,,P,PROGRESS,6,,,,331A,S,333N,8865,,,
PD202000176433,03/03/2020 01:33:01 PM,,,46,,P,PROGRESS,11,,2100,MURFREESBORO PKE,3T73,,,,,,
PD202000176435,03/03/2020 01:33:35 PM,,,71,,A,ALARM,7A,,,,227A,E,221,,,,
PD202000176436,03/03/2020 01:34:41 PM,,,43,,P,PROGRESS,11,,3700,NOLENSVILLE PKE,,,314Z,0,36.09,-86.734,POINT (-86.734 36.09)
PD202000176437,03/03/2020 01:35:46 PM,,,44,,P,PROGRESS,11,,,,831A,MT,815K,6623,,,
PD202000176438,03/03/2020 01:36:34 PM,,,70,,A,ALARM,12A,,,,833A,E,221,1947,,,
PD202000176439,03/03/2020 01:37:52 PM,,,43,,P,PROGRESS,4,,,,554B,H,523,9517,,,
PD202000176441,03/03/2020 01:38:49 PM,,,71,,A,ALARM,13,,,,822A,N,611,,,,
PD202000176442,03/03/2020 01:38:59 PM,,,87,,P,PROGRESS,11,,,,,S,333,8865,,,
PD202000176443,03/03/2020 01:39:42 PM,,,43,,P,PROGRESS,11,,,,215A,E,215,1355,,,
PD202000176444,03/03/2020 01:40:17 PM,,,43,,P,PROGRESS,11,,3300,CRYSTAL SPRING LN,,,521,9529,36.17,-86.611,POINT (-86.611 36.17)
PD202000176445,03/03/2020 01:41:14 PM,,,43,,R,REPORT,1,,5100,HARDING PL,SAPR,,323W,0,36.09,-86.688,POINT (-86.688 36.09)
PD202000176446,03/03/2020 01:41:58 PM,,,75,,PJ,,4,,,,534A,H,535,8939,,,
PD202000176447,03/03/2020 01:42:07 PM,,,43,,P,PROGRESS,10,,,,825A,MT,811,6719,,,
PD202000176449,03/03/2020 01:42:15 PM,,,43,,P,PROGRESS,4,,,,7F64,M,721,2037,,,
PD202000176451,03/03/2020 01:43:24 PM,,,43,,P,PROGRESS,9,,1100,BROADWAY,411A,,,,,,
PD202000176452,03/03/2020 01:43:34 PM,,,45,,P,PROGRESS,1,,,,411A,C,425,4047,,,
PD202000176453,03/03/2020 01:43:48 PM,,,83,,P,PROGRESS,10,,,,121A,W,123K,4707,,,
PD202000176454,03/03/2020 01:44:10 PM,,,45,,P,PROGRESS,1,,,,117A,H,511K,1006,,,
PD202000176455,03/03/2020 01:44:21 PM,,,59,,P,PROGRESS,9,,,,825A,MT,811K,5701,,,
PD202000176456,03/03/2020 01:45:14 PM,,,92,,P,PROGRESS,6,,,,55S75,E,213,1207,,,
PD202000176457,03/03/2020 01:47:00 PM,,,3,,,,15,,,,1E22,N,615,5331,,,
PD202000176458,03/03/2020 01:47:43 PM,20200152080,,50,,R,REPORT,1,,,,821A,,,,,,
PD202000176459,03/03/2020 01:48:25 PM,20200152039,,70,,P,PROGRESS,6,,,,618A,,,,,,
PD202000176461,03/03/2020 01:50:11 PM,,,40,,P,PROGRESS,5,,,,5F65,H,515,9303,,,
PD202000176463,03/03/2020 01:51:17 PM,,,43,,P,PROGRESS,11,,,,,H,517,9117,,,
PD202000176465,03/03/2020 01:52:35 PM,,,92,,P,PROGRESS,4,,,OLD HICKORY BLVD,55S68,,523,9557,,,
PD202000176467,03/03/2020 01:52:43 PM,20200152057,,43,,R,REPORT,10,,,,410A,C,425N,4001,,,
PD202000176468,03/03/2020 01:52:50 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,55S33,H,515,9319,,,
PD202000176470,03/03/2020 01:53:44 PM,,,88,,PW,,13,,,,SPP110,C,413N,4219,,,
PD202000176473,03/03/2020 01:55:04 PM,,,43,,P,PROGRESS,5,,,,615A,N,617,4341,,,
PD202000176472,03/03/2020 01:55:04 PM,,,87,,P,PROGRESS,3,,,,525A,H,517,9103,,,
PD202000176474,03/03/2020 01:55:27 PM,,,40,,P,PROGRESS,11,,,,,H,515K,9209,,,
PD202000176475,03/03/2020 01:55:55 PM,,,70,,A,ALARM,6,,,,215A,E,221N,1963,,,
PD202000176476,03/03/2020 01:56:56 PM,,,45,,P,PROGRESS,1T,,,,3T73,H,533,8955,,,
PD202000176477,03/03/2020 01:57:29 PM,,,43,,PM,,6,,,,720A1,M,725,2109,,,
PD202000176478,03/03/2020 01:57:50 PM,,,3,,,,6,,,,227A,E,227N,,,,
PD202000176479,03/03/2020 01:58:02 PM,,,43,,P,PROGRESS,4,,,,5F64,H,515,9211,,,
PD202000176481,03/03/2020 01:58:20 PM,,,43,,P,PROGRESS,4,,,,125A,W,125,4815,,,
PD202000176482,03/03/2020 02:00:14 PM,,,92,,P,PROGRESS,4,,,,2933,MT,813Q,5623,,,
PD202000176483,03/03/2020 02:00:31 PM,,,70,,A,ALARM,11,,,,,S,321K,8701,,,
PD202000176485,03/03/2020 02:01:31 PM,,,50,,R,REPORT,11,,,,,S,317,8441,,,
PD202000176486,03/03/2020 02:02:36 PM,,,3,,,,6,,2200,26TH AV N,1E24,,,,,,
PD202000176487,03/03/2020 02:02:50 PM,,,43,,P,PROGRESS,4,,,,835A,MT,835,8651,,,
PD202000176488,03/03/2020 02:03:34 PM,20200152093,,63,,P,PROGRESS,6,,,,720A,M,725,2103,,,
PD202000176489,03/03/2020 02:03:43 PM,,,15,,P,PROGRESS,15,,,,8E81,MT,823,6931,,,
PD202000176490,03/03/2020 02:04:01 PM,20200152061,,63,,P,PROGRESS,6,,,,123A,W,125,4809,,,
PD202000176491,03/03/2020 02:05:44 PM,,,43,,R,REPORT,11,,,,,S,331,8717,,,
PD202000176492,03/03/2020 02:06:37 PM,,,45,,P,PROGRESS,5,,1100,BELL RD,3M81,335,325,8721,,,
PD202000176494,03/03/2020 02:06:44 PM,,,92,,P,PROGRESS,6,,,,55S53,H,515,9319,,,
PD202000176495,03/03/2020 02:06:50 PM,,,61,,P,PROGRESS,4,,,,612A,N,613N,4463,,,
PD202000176499,03/03/2020 02:08:07 PM,,,92,,P,PROGRESS,4,,,,,N,613,4469,,,
PD202000176500,03/03/2020 02:08:45 PM,,,88,,PW,,5,,5200,HICKORY HOLLOW PKWY,3M81,335,325,8871,,,
PD202000176501,03/03/2020 02:09:10 PM,,,59,,P,PROGRESS,5,,,,317A,S,311K,8137,,,
PD202000176502,03/03/2020 02:09:20 PM,20200152200,,50,,TV,,1,,,,321A,,,,,,
PD202000176503,03/03/2020 02:09:37 PM,,,70,,A,ALARM,12,,,,615A,N,613N,4453,,,
PD202000176504,03/03/2020 02:09:40 PM,,,45,,P,PROGRESS,5,,,LEBANON PKE,5121,,521,9613,,,
PD202000176505,03/03/2020 02:10:05 PM,,,43,,P,PROGRESS,4,,,,227A,E,225K,1811,,,
PD202000176506,03/03/2020 02:10:08 PM,,,3,,,,4,,,,2D61,H,513N,8217,,,
PD202000176508,03/03/2020 02:10:34 PM,20200152105,,43,,R,REPORT,1,,,,SAPR,C,415N,4101,,,
PD202000176509,03/03/2020 02:11:10 PM,,,45,,P,PROGRESS,11,,,OLD HICKORY BLVD,,,521,9613,36.198,-86.62,POINT (-86.62 36.198)
PD202000176510,03/03/2020 02:11:38 PM,,,43,,P,PROGRESS,4,,,,55S71,E,213,1219,,,
PD202000176511,03/03/2020 02:12:11 PM,,,57,,R,REPORT,11,,5600,FRIST BLVD,,521,521,9561,,,
PD202000176512,03/03/2020 02:12:19 PM,,,87,,L,,11,,,,,N,617,43024,,,
PD202000176513,03/03/2020 02:12:26 PM,,,43,,P,PROGRESS,6,,,,8C56,MT,823,6945,,,
PD202000176515,03/03/2020 02:12:54 PM,,,43,,P,PROGRESS,11,,,,,E,215,1233,,,
PD202000176518,03/03/2020 02:14:38 PM,,,45,,P,PROGRESS,11,,,LEBANON PKE,,,521,9613,,,
PD202000176520,03/03/2020 02:15:27 PM,,,43,,P,PROGRESS,5,,,,780A,M,713N,1617,,,
PD202000176521,03/03/2020 02:16:05 PM,,,44,,P,PROGRESS,11,,4600,ALABAMA AV,112A,,,,,,
PD202000176522,03/03/2020 02:16:17 PM,,,92,,P,PROGRESS,11,,,,55S12,E,211,1109,,,
PD202000176523,03/03/2020 02:16:28 PM,,,70,,A,ALARM,12A,,700,BELL RD,321A,,326V,0,36.056,-86.642,POINT (-86.642 36.056)
PD202000176524,03/03/2020 02:16:44 PM,,,43,,P,PROGRESS,5,,,,225A,E,223,1831,,,
PD202000176525,03/03/2020 02:16:51 PM,20200152129,,43,,R,REPORT,1,,,,833A,E,227,1999,,,
PD202000176527,03/03/2020 02:17:01 PM,,,43,,PJ,,6,,,,353B,C,411,4203,,,
PD202000176529,03/03/2020 02:17:51 PM,,,43,,P,PROGRESS,11,,,,,MT,833N,8615,,,
PD202000176530,03/03/2020 02:18:15 PM,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,616A,N,617,4305,,,
PD202000176531,03/03/2020 02:18:22 PM,20200152099,,43,,PM,,11,,300,PLUS PARK BLVD,113A,,321Y,0,36.129,-86.725,POINT (-86.725 36.129)
PD202000176532,03/03/2020 02:18:22 PM,,,50,,R,REPORT,5,,,,621B,N,621K,3039,,,
PD202000176533,03/03/2020 02:18:27 PM,,,49,,P,PROGRESS,4,,,,833A,E,223K,1863,,,
PD202000176534,03/03/2020 02:19:51 PM,,,71,,A,ALARM,10,,800,MURFREESBORO PKE,3F71,,,,,,
PD202000176535,03/03/2020 02:19:59 PM,,,44,,P,PROGRESS,11,,,,213A,E,213K,1243,,,
PD202000176536,03/03/2020 02:20:00 PM,,,43,,P,PROGRESS,11,,200,STEWARTS FERRY PKE,555B,,,,,,
PD202000176537,03/03/2020 02:20:07 PM,,,92,,P,PROGRESS,12,,,,3315,C,411P,,,,
PD202000176538,03/03/2020 02:20:45 PM,,,44,,P,PROGRESS,11,,,,112A,W,115,4651,,,
PD202000176540,03/03/2020 02:21:57 PM,,,87,,P,PROGRESS,5,,,,624A,N,615,5425,,,
PD202000176541,03/03/2020 02:22:40 PM,,,15,,P,PROGRESS,15,,,,5533,E,227,1997,,,
PD202000176542,03/03/2020 02:22:47 PM,,,70,,A,ALARM,11,,,,,MT,833,8615,,,
PD202000176543,03/03/2020 02:23:14 PM,,,92,,P,PROGRESS,6,,,OLD HICKORY BLVD,323A,,523,9557,36.168,-86.779,POINT (-86.779 36.168)
PD202000176544,03/03/2020 02:23:56 PM,,,96,,,,4,,800,CHEYENNE BLVD,780A,,225Z,0,36.26,-86.676,POINT (-86.676 36.26)
PD202000176545,03/03/2020 02:24:05 PM,,,92,,P,PROGRESS,4,,,CENTRAL PKE,522B,,521,9503,,,
PD202000176546,03/03/2020 02:24:11 PM,,,49,,P,PROGRESS,3,,,,4M83,C,413K,1957,,,
PD202000176547,03/03/2020 02:24:19 PM,,,43,,PM,,11,,,,,N,613,4551,,,
PD202000176548,03/03/2020 02:24:20 PM,,,43,,PJ,,4,,1000,PATRICIA DR,530B,,,,,,
PD202000176549,03/03/2020 02:24:22 PM,,,92,,P,PROGRESS,4,,,ANDREW JACKSON PKWY,387A,,521,9561,36.183,-86.611,POINT (-86.611 36.183)
PD202000176550,03/03/2020 02:25:47 PM,,,70,,A,ALARM,12A,,700,WYNTREE N,3F76B,,,,,,
PD202000176553,03/03/2020 02:29:02 PM,,,45,,P,PROGRESS,11,,,,411B,C,413N,1101,,,
PD202000176554,03/03/2020 02:29:22 PM,,,43,,P,PROGRESS,4,,3100,GALLATIN PKE,222A,,215W,0,36.205,-86.738,POINT (-86.738 36.205)
PD202000176555,03/03/2020 02:29:24 PM,20200152096,,50,,R,REPORT,1,,,,,,,,,,
PD202000176556,03/03/2020 02:29:32 PM,,,88,,P,PROGRESS,13,,,,625A,N,621K,3047,,,
PD202000176557,03/03/2020 02:29:47 PM,,,3,,,,4,,1400,MURFREESBORO PKE,822A,,,,,,
PD202000176558,03/03/2020 02:31:42 PM,,,93,,,,3,,,,GVPD,M,727,1723,,,
PD202000176559,03/03/2020 02:32:09 PM,,,40,,PV,,4,,,,113A,W,121,5003,,,
PD202000176560,03/03/2020 02:34:05 PM,,,71,,A,ALARM,12A,,,,321A,S,323K,8847,,,
PD202000176561,03/03/2020 02:34:46 PM,,,50,,R,REPORT,11,,,,,S,311K,8119,,,
PD202000176562,03/03/2020 02:35:09 PM,,,43,,P,PROGRESS,5J,,,,425A,C,425K,4037,,,
PD202000176563,03/03/2020 02:35:25 PM,,,45,,P,PROGRESS,6,,,,411A,C,413N,1101,,,
PD202000176564,03/03/2020 02:36:12 PM,,,43,,P,PROGRESS,11,,,,220B,E,213,1131,,,
PD202000176565,03/03/2020 02:37:35 PM,,,43,,P,PROGRESS,9,,,,835A,MT,833,8615,,,
PD202000176566,03/03/2020 02:38:09 PM,,,57,,P,PROGRESS,6,,,,320A,S,325K,8871,,,
PD202000176567,03/03/2020 02:38:30 PM,,,70,,A,ALARM,11,,,,,MT,815,6511,,,
PD202000176568,03/03/2020 02:38:36 PM,,,43,,PM,,4,,,,821A,MT,815,6609,,,
PD202000176569,03/03/2020 02:38:54 PM,,,88,,P,PROGRESS,4,,,,813A,MT,815V,5801,,,
PD202000176570,03/03/2020 02:39:29 PM,,,43,,PV,,4,,7600,HIGHWAY 70 S,123A,W,137K,,,,
PD202000176572,03/03/2020 02:40:54 PM,,,87,,L,,4,,,OLD HICKORY BLVD W,723A,M,723,1745,36.264,-86.732,POINT (-86.732 36.264)
PD202000176573,03/03/2020 02:40:59 PM,,,44,,P,PROGRESS,9S,,,,425A,C,423,4023,,,
PD202000176574,03/03/2020 02:41:49 PM,,,92,,P,PROGRESS,6,,,,4232,H,523,9557,,,
PD202000176576,03/03/2020 02:43:57 PM,,,54,,P,PROGRESS,11,,1600,BUCHANAN ST,624A,,412Y,0,36.18,-86.81,POINT (-86.81 36.18)
PD202000176577,03/03/2020 02:43:59 PM,,,43,,P,PROGRESS,4,,,,727A,M,727,1731,,,
PD202000176578,03/03/2020 02:44:15 PM,,,43,,P,PROGRESS,11,,,,,N,611N,4491,,,
PD202000176579,03/03/2020 02:44:50 PM,,,43,,P,PROGRESS,4,,3700,JAMES KAY LN,,,,,,,
PD202000176580,03/03/2020 02:45:16 PM,,,43,,P,PROGRESS,4,,,,7F61,M,725K,2137,,,
PD202000176581,03/03/2020 02:45:24 PM,,,43,,P,PROGRESS,4C,,,,625A,N,621K,3047,,,
PD202000176582,03/03/2020 02:46:46 PM,,,16,,P,PROGRESS,4C,,,,615B,N,615K,5327,,,
PD202000176583,03/03/2020 02:46:50 PM,,,45,,P,PROGRESS,1,,,,1T73,W,115,5033,,,
PD202000176584,03/03/2020 02:47:33 PM,,,43,,P,PROGRESS,4,,,,810A,MT,815V,5805,,,
PD202000176587,03/03/2020 02:48:40 PM,,,43,,P,PROGRESS,6,,400,PONDER PL,616A,,,,,,
PD202000176586,03/03/2020 02:48:40 PM,,,73,,P,PROGRESS,6,,,,810A,MT,823N,6931,,,
PD202000176588,03/03/2020 02:49:41 PM,,,75,,RC,,5,,,,225A,E,225,1813,,,
PD202000176589,03/03/2020 02:51:10 PM,,,44,,P,PROGRESS,11,,600,CLAIBORNE ST,,,422X,0,36.15,-86.761,POINT (-86.761 36.15)
PD202000176590,03/03/2020 02:51:29 PM,20200152120,,43,,P,PROGRESS,2F,,1100,BELL RD,3C67,337,331,8753,,,
PD202000176591,03/03/2020 02:51:46 PM,,,44,,P,PROGRESS,5,,200,E OLD HICKORY BLVD,7F63,M,713,1607,36.262,-86.709,POINT (-86.709 36.262)
PD202000176592,03/03/2020 02:51:50 PM,,,43,,PM,,4,,,,811A,MT,811,6719,,,
PD202000176593,03/03/2020 02:52:08 PM,,,44,,P,PROGRESS,9,,1100,GALLATIN PKE S,7F63,M,711,1785,,,
PD202000176595,03/03/2020 02:52:33 PM,,,43,,P,PROGRESS,4,,,,5F64,H,515,9315,,,
PD202000176596,03/03/2020 02:52:41 PM,,,45,,P,PROGRESS,1T,,,,3T73,H,533,8955,,,
PD202000176597,03/03/2020 02:53:14 PM,,,44,,P,PROGRESS,6,,2900,DICKERSON PKE,221A,,217Y,0,36.224,-86.761,POINT (-86.761 36.224)
PD202000176598,03/03/2020 02:53:39 PM,,,43,,P,PROGRESS,4,,,,5F65,ECC,,9317,,,
PD202000176599,03/03/2020 02:55:22 PM,,,87,,L,,4,,,,3M81,S,325,8861,,,
PD202000176600,03/03/2020 02:56:49 PM,,,88,,PW,,4,,,,AIRPOR,ECC,531,8951,,,
PD202000176601,03/03/2020 02:56:57 PM,,,96,,,,12,,4500,NOLENSVILLE PKE,831A,,316Z,0,36.071,-86.723,POINT (-86.723 36.071)
PD202000176602,03/03/2020 02:57:44 PM,,,43,,P,PROGRESS,4,,,,213A,E,215,1371,,,
PD202000176603,03/03/2020 02:57:44 PM,,,40,,P,PROGRESS,11,,,,821A,MT,815,6507,,,
PD202000176607,03/03/2020 02:58:38 PM,,,43,,P,PROGRESS,6,,,,625A,N,611N,4419,,,
PD202000176608,03/03/2020 02:59:30 PM,,,87,,L,,4,,,,624A,PCW,,,,,
PD202000176609,03/03/2020 02:59:40 PM,,,50,,RT,,11,,,,,S,321,8713,,,
PD202000176611,03/03/2020 03:01:27 PM,,,87,,P,PROGRESS,4,,,,325A,,321,8706,36.065,-86.685,POINT (-86.685 36.065)
PD202000176612,03/03/2020 03:01:47 PM,20200152163,,70,,R,REPORT,1,,,,215A,,,,,,
PD202000176613,03/03/2020 03:03:01 PM,,,43,,P,PROGRESS,11,,,,,E,217,1417,,,
PD202000176614,03/03/2020 03:03:40 PM,,,43,,P,PROGRESS,11,,1200,HEIMAN ST,,,412Y,0,36.174,-86.802,POINT (-86.802 36.174)
PD202000176618,03/03/2020 03:08:25 PM,,,87,,P,PROGRESS,11,,4100,LEBANON PKE,,521,521,9507,,,
PD202000176619,03/03/2020 03:08:31 PM,,,43,,A,ALARM,11,,,,835A,MT,831,8607,,,
PD202000176620,03/03/2020 03:08:45 PM,,,44,,P,PROGRESS,11,,,,,E,225K,1811,,,
PD202000176621,03/03/2020 03:09:17 PM,20200152135,,43,,R,REPORT,1,,5100,HARDING PL,SAPR,,323W,0,36.09,-86.688,POINT (-86.688 36.09)
PD202000176624,03/03/2020 03:10:09 PM,,,83,,P,PROGRESS,5,,,,721A,M,725Q,2145,,,
PD202000176625,03/03/2020 03:10:48 PM,,,70,,A,ALARM,11,,500,N MARTHONA RD,,723,723,1745,36.265,-86.73,POINT (-86.73 36.265)
PD202000176626,03/03/2020 03:11:31 PM,20200152141,,43,,P,PROGRESS,1,,,,1E24,N,613N,4475,,,
PD202000176629,03/03/2020 03:12:00 PM,,,43,,P,PROGRESS,11,,,,,H,525,9605,,,
PD202000176630,03/03/2020 03:12:01 PM,,,45,,P,PROGRESS,1T,,,,833A,E,211,1109,,,
PD202000176631,03/03/2020 03:13:21 PM,20200152153,,44,,P,PROGRESS,1,,,,3831,N,615N,5309,,,
PD202000176632,03/03/2020 03:13:36 PM,20200152165,,43,,PM,,6,,1900,MURFREESBORO PKE,383A,,323X,0,36.098,-86.659,POINT (-86.659 36.098)
PD202000176635,03/03/2020 03:14:50 PM,20200152220,,44,,R,REPORT,1,,,,713A,M,713,1619,,,
PD202000176636,03/03/2020 03:15:22 PM,,,75,,RJ,,1,,,,313A,S,313N,8427,,,
PD202000176637,03/03/2020 03:15:37 PM,,,45,,P,PROGRESS,1,,,,715A,M,715,1703,,,
PD202000176638,03/03/2020 03:16:11 PM,20200152151,,43,,R,REPORT,1C,,,,MTAPR1,,,,,,
PD202000176640,03/03/2020 03:17:12 PM,,,96,,,,4,,300,MADISON ST,780A,711,711,1783,,,
PD202000176641,03/03/2020 03:18:37 PM,,,71,,A,ALARM,13,,,,3F72,H,513K,9021,,,
PD202000176642,03/03/2020 03:19:08 PM,,,43,,P,PROGRESS,4,,,OLD HICKORY BLVD,502,,521,9561,,,
PD202000176643,03/03/2020 03:20:32 PM,,,43,,PM,,6,,,,331A,S,331,8715,,,
PD202000176644,03/03/2020 03:20:46 PM,,,43,,P,PROGRESS,11,,1100,FOREST RIDGE WAY,,,,,,,
PD202000176646,03/03/2020 03:22:04 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,5F60,H,513,9219,,,
PD202000176647,03/03/2020 03:22:13 PM,,,43,,P,PROGRESS,4C,,,,611A,N,611,4449,,,
PD202000176648,03/03/2020 03:22:48 PM,,,43,,PM,,11,,,,822A,MT,811N,6703,,,
PD202000176650,03/03/2020 03:23:02 PM,,,63,,P,PROGRESS,11,,,,,S,331,8715,,,
PD202000176651,03/03/2020 03:23:14 PM,,,45,,P,PROGRESS,6,,,RAVEN DR,3F60,HERMIT,523,9523,36.19,-86.593,POINT (-86.593 36.19)
PD202000176653,03/03/2020 03:25:12 PM,,,75,,R,REPORT,1,,,,616A,N,613K,4529,,,
PD202000176654,03/03/2020 03:25:14 PM,,,70,,A,ALARM,13,,,,822A,MT,823,,,,
PD202000176655,03/03/2020 03:25:25 PM,20200152166,,87,,P,PROGRESS,6,,,,4F70,E,221,11060,,,
PD202000176656,03/03/2020 03:25:43 PM,,,43,,PM,,11,,,,213A,E,213,1231,,,
PD202000176657,03/03/2020 03:25:44 PM,,,43,,P,PROGRESS,4,,,,213A,E,213N,1223,,,
PD202000176658,03/03/2020 03:26:12 PM,,,45,,P,PROGRESS,1T,,,,3T73,MT,821H,81061,,,
PD202000176659,03/03/2020 03:26:37 PM,,,45,,P,PROGRESS,3,,,,115A,W,123,4701,,,
PD202000176661,03/03/2020 03:27:04 PM,,,70,,A,ALARM,11,,,,,E,213,1217,,,
PD202000176662,03/03/2020 03:27:31 PM,,,45,,P,PROGRESS,11,,,,117A,W,121,5007,,,
PD202000176663,03/03/2020 03:28:06 PM,,,87,,P,PROGRESS,11,,,,,H,515,9217,,,
PD202000176664,03/03/2020 03:28:24 PM,,,45,,P,PROGRESS,6,,,,335A,S,333,8765,,,
PD202000176665,03/03/2020 03:28:34 PM,,,43,,RJ,,6,,0,SYCAMORE CT,325A,,,,,,
PD202000176667,03/03/2020 03:29:05 PM,,,3,,,,11,,,,3324,C,411P,,,,
PD202000176668,03/03/2020 03:29:08 PM,20200152231,,43,,R,REPORT,1,,,,125A,,,,,,
PD202000176669,03/03/2020 03:29:31 PM,,,92,,P,PROGRESS,4T,,,,227A,E,227,,,,
PD202000176670,03/03/2020 03:29:56 PM,,,43,,P,PROGRESS,6C,,,,55S45,H,515,9311,,,
PD202000176671,03/03/2020 03:30:45 PM,20200152967,,50,,R,REPORT,1,,,,3F71,,,,,,
PD202000176672,03/03/2020 03:31:29 PM,,,43,,P,PROGRESS,4,,,,615A,N,617N,4341,,,
PD202000176673,03/03/2020 03:32:31 PM,20200152183,,50,,P,PROGRESS,1,,,,331A,,,,,,
PD202000176674,03/03/2020 03:32:40 PM,,,96,,,,12,,,,5532,E,227,1997,,,
PD202000176676,03/03/2020 03:33:01 PM,20200152212,,50,,RV,,1,,,,625A,N,623,3043,,,
PD202000176677,03/03/2020 03:33:18 PM,,,70,,A,ALARM,12,,,,831A,MT,833,,,,
PD202000176679,03/03/2020 03:33:19 PM,,,75,,RJ,,14,,,,627A,N,623N,3043,,,
PD202000176678,03/03/2020 03:33:19 PM,,,70,,A,ALARM,11,,,,,MT,833,,,,
PD202000176680,03/03/2020 03:34:40 PM,,,43,,P,PROGRESS,5,,,,421A,C,421K,,,,
PD202000176681,03/03/2020 03:35:05 PM,,,45,,P,PROGRESS,1T,,,,723A,M,715,1709,,,
PD202000176682,03/03/2020 03:35:10 PM,,,43,,P,PROGRESS,11,,,,117A,W,125,4713,,,
PD202000176683,03/03/2020 03:35:15 PM,,,43,,P,PROGRESS,4,,,,621A,N,613N,4473,,,
PD202000176684,03/03/2020 03:36:11 PM,,,43,,P,PROGRESS,12,,,,5F63,H,513,9109,,,
PD202000176685,03/03/2020 03:36:45 PM,,,16,,P,PROGRESS,11,,,,,E,225K,1801,,,
PD202000176686,03/03/2020 03:37:14 PM,,,43,,P,PROGRESS,15,,,,5535,E,227,1997,,,
PD202000176687,03/03/2020 03:37:51 PM,,,88,,P,PROGRESS,11,,,,,C,411N,,,,
PD202000176688,03/03/2020 03:37:57 PM,,,43,,P,PROGRESS,4,,,,5F64,H,515,9209,,,
PD202000176689,03/03/2020 03:38:16 PM,,,87,,P,PROGRESS,4,,,,6F81,H,517N,94022,,,
PD202000176691,03/03/2020 03:38:33 PM,,,45,,P,PROGRESS,8,,,,8M73,MT,815,6611,,,
PD202000176692,03/03/2020 03:39:26 PM,,,96,,,,12,,1600,N GALLATIN PKE,7F61,M,727,1721,36.294,-86.702,POINT (-86.702 36.294)
PD202000176693,03/03/2020 03:39:57 PM,,,43,,P,PROGRESS,15,,,,5535,E,227,1997,,,
PD202000176694,03/03/2020 03:40:18 PM,,,92,,P,PROGRESS,4,,,,442C,C,411,4203,,,
PD202000176696,03/03/2020 03:41:18 PM,,,3,,,,4,,,,832A,H,513N,8217,,,
PD202000176697,03/03/2020 03:41:20 PM,,,87,,L,,4,,,,624A,N,611,,,,
PD202000176698,03/03/2020 03:41:55 PM,,,70,,A,ALARM,12,,,,822A,MT,821,8011,,,
PD202000176699,03/03/2020 03:43:16 PM,,,87,,PR,,11,,,,725A,H,515,9307,,,
PD202000176700,03/03/2020 03:43:36 PM,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,E,213,1225,,,
PD202000176701,03/03/2020 03:43:55 PM,,,87,,L,,4,,,ED TEMPLE BLVD,624A,,,,,,
PD202000176703,03/03/2020 03:45:38 PM,,,43,,P,PROGRESS,4,,100,N 1ST ST,413A,,433W,0,36.171,-86.773,POINT (-86.773 36.171)
PD202000176704,03/03/2020 03:45:57 PM,20200152207,,50,,R,REPORT,1,,,,721A,,,,,,
PD202000176705,03/03/2020 03:47:06 PM,,,43,,P,PROGRESS,5,,,,125A,W,125K,4811,,,
PD202000176706,03/03/2020 03:47:08 PM,,,43,,A,ALARM,11,,,,222A,N,621,3023,,,
PD202000176707,03/03/2020 03:47:13 PM,,,43,,P,PROGRESS,4,,4500,ANDREW JACKSON PKWY,386A,,,,,,
PD202000176708,03/03/2020 03:47:25 PM,,,45,,P,PROGRESS,11,,,LEBANON PKE,,,521,9613,,,
PD202000176709,03/03/2020 03:49:13 PM,,,43,,PM,,6,,600,MYATT DR,720A,715,727,1721,36.293,-86.695,POINT (-86.695 36.293)
PD202000176710,03/03/2020 03:49:31 PM,,,83,,P,PROGRESS,11,,,,811A,H,533,8987,,,
PD202000176711,03/03/2020 03:49:42 PM,,,3,,,,4,,,,780A,MT,813N,5611,,,
PD202000176714,03/03/2020 03:51:06 PM,,,75,,RC,,11,,,,,S,331K,8717,,,
PD202000176715,03/03/2020 03:51:09 PM,,,43,,A,ALARM,11,,,,225A,H,515,,,,
